farm_id,region,state,agro_zone,crop_type,crop_variety,soil_type,farm_size_ha,soil_pH,soil_nitrogen,soil_phosphorus,soil_potassium,rainfall_mm,temperature_C,fertilizer_type,fertilizer_amount_kg_ha,irrigation_type,pest_type,pest_severity,rainfall_variability,temperature_stress,extreme_weather,labor_input,soil_degradation,yield_kg_ha
FARM_016649,Southwest,Lagos,Humid Forest,Pepper,Local Shombo,Lateritic,1.9,6.0,12.6,27.9,84.7,1349.1,29.7,Organic,155.6,Surface,Whiteflies,High,Normal,High,Flood,Low,Moderate,2607.0
FARM_016650,Southeast,Imo,Humid Forest,Cassava,TMS 30572,Clayey,0.5,7.0,26.0,27.4,173.4,842.6,25.6,Organic,16.7,Surface,Whiteflies,Moderate,Normal,Moderate,Drought,Medium,Moderate,14305.0
FARM_016651,Southwest,Ondo,Humid Forest,Yam,D. rotundata,Loamy,0.5,6.5,25.7,30.0,191.5,818.5,29.0,NPK,76.1,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Drought,Low,Moderate,6984.0
FARM_016652,Southwest,Lagos,Humid Forest,Yam,D. alata,Sandy,2.2,5.6,30.8,14.2,170.6,1425.0,26.2,NPK,165.0,Surface,Whiteflies,High,Normal,Moderate,Flood,Low,Moderate,4124.0
FARM_016653,Southsouth,Edo,Humid Forest,Beans,Local Drum,Lateritic,1.3,6.2,26.9,22.1,114.1,1291.4,30.0,NPK,63.4,Surface,Fall Armyworm,Low,Normal,Moderate,Drought,Low,Moderate,1483.0
FARM_016654,Northeast,Bauchi,Sudan Savanna,Maize,Local White,Sandy,1.9,6.2,22.8,9.3,143.3,882.0,30.9,Urea,119.6,Surface,Stem Borers,Moderate,Reduced,Moderate,Flood,Medium,Moderate,1159.0
FARM_016655,Northwest,Kaduna,Sudan Savanna,Sorghum,SK5912,Lateritic,2.0,5.0,36.3,29.4,180.8,630.7,29.0,NPK,163.7,Surface,Locusts,Low,Reduced,Moderate,Flood,High,Moderate,793.0
FARM_016656,Northcentral,Kogi,Derived Savanna,Pepper,Nsukka Yellow,Loamy,10.0,5.7,24.0,26.0,94.4,1555.1,30.7,NPK,145.2,Surface,Aphids,Moderate,Normal,Moderate,Flood,High,Moderate,4270.0
FARM_016657,Northcentral,Kogi,Derived Savanna,Beans,Local Kanannado,Loamy,0.6,5.4,50.0,17.9,88.8,625.0,31.8,Urea,35.8,Surface,Fall Armyworm,High,Reduced,Moderate,Drought,Low,Moderate,801.0
FARM_016660,Southwest,Ogun,Humid Forest,Yam,TDr 95/19177,Lateritic,0.9,5.6,46.1,26.8,64.9,1649.9,22.5,NPK,141.4,Surface,Stem Borers,Low,Erratic,Moderate,Drought,Medium,Severe,5478.0
FARM_016661,Northwest,Kaduna,Sudan Savanna,Maize,TZL Comp,Sandy,2.2,5.6,44.6,5.0,187.2,1164.9,24.9,NPK,29.1,Surface,Fall Armyworm,Low,Normal,Moderate,Drought,Low,Moderate,2508.0
FARM_016662,Southwest,Ogun,Humid Forest,Yam,D. rotundata,Loamy,1.2,7.0,31.5,29.1,90.1,1921.8,27.5,NPK,73.9,Surface,Stem Borers,Low,Normal,Moderate,Drought,High,Moderate,13318.0
FARM_016665,Southeast,Ebonyi,Humid Forest,Yam,D. alata,Sandy,0.5,5.6,44.3,7.1,187.9,1626.1,27.7,NPK,110.2,Surface,Fall Armyworm,Low,Normal,Moderate,Drought,High,Moderate,13599.0
FARM_016666,Southwest,Oyo,Derived Savanna,Maize,Local Yellow,Loamy,0.9,7.5,20.9,7.3,139.2,1476.7,24.5,NPK,143.9,Surface,Whiteflies,Moderate,Normal,Moderate,Drought,Low,Moderate,3418.0
FARM_016667,Northcentral,Kwara,Northern Guinea Savanna,Yam,D. alata,Loamy,3.2,6.5,16.9,9.3,50.0,991.8,27.2,Urea,78.5,Surface,Fall Armyworm,High,Normal,Moderate,Drought,Medium,Severe,5901.0
FARM_016668,Northeast,Yobe,Sahel Savanna,Sorghum,Local Farafara,Clayey,0.9,6.6,36.5,25.1,101.4,942.3,24.8,NPK,57.1,Surface,Locusts,Moderate,Normal,Moderate,Drought,Low,Severe,532.0
FARM_016669,Northwest,Kano,Sudan Savanna,Maize,TZL Comp,Sandy,1.8,6.9,37.1,15.8,173.9,1578.3,25.9,Organic,5.3,Drip,Locusts,Moderate,Erratic,Moderate,Drought,Low,Moderate,1690.0
FARM_016670,Southeast,Ebonyi,Humid Forest,Yam,D. alata,Loamy,0.6,5.6,20.6,16.6,68.2,899.7,30.8,NPK,118.9,Surface,Cassava Mealybug,Moderate,Normal,Moderate,Drought,High,Moderate,11856.0
FARM_016672,Southeast,Abia,Humid Forest,Cassava,Local Oko-Iyawo,Loamy,0.5,5.5,10.0,30.0,200.0,1148.3,28.1,NPK,122.0,Surface,Fall Armyworm,Low,Normal,Moderate,Drought,Medium,Severe,7369.0
FARM_016673,Northeast,Borno,Sahel Savanna,Beans,Local Drum,Loamy,3.3,6.3,17.3,20.3,128.3,982.1,31.7,Urea,90.6,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Drought,Medium,Moderate,1818.0
FARM_016674,Northwest,Kaduna,Sudan Savanna,Sorghum,SK5912,Sandy,0.7,5.1,40.9,9.0,54.4,807.9,29.9,NPK,149.7,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Drought,Medium,Severe,1221.0
FARM_016675,Northcentral,FCT,Northern Guinea Savanna,Rice,FARO 44,Sandy,1.3,7.0,28.0,29.8,163.4,1143.5,28.9,NPK,200.0,Surface,Stem Borers,Moderate,Erratic,High,Flood,Low,Severe,1193.0
FARM_016676,Southsouth,Rivers,Humid Forest,Rice,FARO 44,Loamy,0.5,5.5,11.5,18.5,77.6,664.0,25.3,NPK,0.0,Surface,Fall Armyworm,High,Reduced,Moderate,Drought,Low,Moderate,2105.0
FARM_016677,Northcentral,Benue,Northern Guinea Savanna,Beans,IT89KD-288,Loamy,1.5,6.8,44.2,22.1,150.8,2000.0,28.4,NPK,185.5,Surface,Pod Borers,High,Normal,Moderate,Drought,Medium,Moderate,1549.0
FARM_016678,Southeast,Imo,Humid Forest,Maize,Local White,Lateritic,1.3,5.4,21.8,17.0,103.5,1788.3,23.3,NPK,13.6,Surface,Fall Armyworm,Moderate,Normal,Moderate,Flood,Medium,Moderate,2237.0
FARM_016679,Southwest,Osun,Humid Forest,Cassava,TMS 30572,Lateritic,0.8,6.0,18.7,19.7,97.3,1247.8,24.0,Urea,94.7,Surface,Fall Armyworm,High,Erratic,Moderate,Drought,High,Severe,5303.0
FARM_016680,Southsouth,Cross River,Humid Forest,Maize,Local White,Lateritic,0.5,5.4,50.0,18.3,157.4,726.0,27.8,NPK,54.5,Surface,Whiteflies,Moderate,Normal,High,Flood,Medium,Moderate,1741.0
FARM_016681,Northeast,Gombe,Sudan Savanna,Maize,Local White,Clayey,1.3,7.3,12.2,5.0,62.7,1815.0,31.7,NPK,44.7,Surface,Aphids,Moderate,Normal,Moderate,Drought,Low,Moderate,1519.0
FARM_016682,Northcentral,Kogi,Derived Savanna,Maize,Local White,Lateritic,0.6,5.0,43.5,12.7,200.0,897.1,24.4,Urea,164.6,Drip,Grasshoppers,Low,Erratic,Moderate,Drought,Low,Moderate,4044.0
FARM_016683,Southwest,Ekiti,Humid Forest,Cassava,Local Oko-Iyawo,Sandy,1.1,6.5,37.1,30.0,83.3,1861.2,27.2,NPK,200.0,Surface,Fall Armyworm,Low,Normal,Moderate,Drought,Low,Moderate,12476.0
FARM_016684,Northwest,Jigawa,Sudan Savanna,Pepper,Cayenne,Sandy,2.4,6.8,22.0,22.6,173.7,832.7,26.5,NPK,52.6,Drip,Aphids,High,Normal,Moderate,Drought,Low,Moderate,3295.0
FARM_016685,Southeast,Enugu,Humid Forest,Yam,D. rotundata,Lateritic,0.5,7.5,32.8,10.8,63.4,1552.6,24.1,NPK,57.8,Surface,Fruit Flies,Moderate,Normal,Moderate,Drought,Low,Moderate,3709.0
FARM_016686,Southeast,Abia,Humid Forest,Yam,TDr 95/19177,Lateritic,5.4,7.4,32.1,6.1,152.4,1279.3,30.1,NPK,84.3,Surface,Fruit Flies,Low,Normal,Moderate,Flood,Low,Moderate,5947.0
FARM_016688,Northcentral,FCT,Northern Guinea Savanna,Tomato,Local Jos,Lateritic,0.6,6.0,12.7,17.0,92.1,1331.9,24.5,Urea,87.7,Surface,Aphids,Moderate,Erratic,High,Drought,Medium,Moderate,3609.0
FARM_016689,Northcentral,Niger,Northern Guinea Savanna,Beans,IT89KD-288,Clayey,0.5,5.5,44.8,15.8,136.3,1831.6,25.2,Organic,64.8,Surface,Fall Armyworm,Moderate,Normal,Moderate,Drought,Low,Moderate,744.0
FARM_016690,Southsouth,Edo,Humid Forest,Yam,D. alata,Sandy,0.7,6.2,49.9,30.0,50.0,1465.9,23.3,Urea,60.9,Surface,Grasshoppers,Low,Normal,High,Drought,Medium,Moderate,7927.0
FARM_016692,Southeast,Abia,Humid Forest,Cassava,Local Odongbo,Lateritic,1.5,5.9,15.2,13.4,57.9,811.3,22.0,NPK,0.0,Surface,Fall Armyworm,Low,Erratic,Moderate,Flood,Medium,Moderate,7092.0
FARM_016695,Northwest,Katsina,Sudan Savanna,Maize,TZL Comp,Sandy,0.5,5.0,12.8,14.6,113.5,760.7,22.0,NPK,114.4,Surface,Aphids,Low,Normal,Moderate,Drought,Low,Moderate,1336.0
FARM_016696,Northcentral,Niger,Northern Guinea Savanna,Maize,TZL Comp,Sandy,1.4,6.9,25.0,25.7,50.0,1439.0,22.4,NPK,40.2,Surface,Grasshoppers,Low,Normal,High,Drought,Medium,Moderate,3612.0
FARM_016697,Northcentral,Niger,Northern Guinea Savanna,Maize,Local Yellow,Loamy,2.2,7.5,40.1,9.9,97.4,1124.7,26.5,NPK,144.7,Surface,Aphids,Moderate,Erratic,High,Drought,Low,Severe,989.0
FARM_016698,Southsouth,Bayelsa,Humid Forest,Rice,FARO 44,Loamy,0.5,6.9,25.6,17.0,158.4,1734.3,23.8,NPK,80.5,Surface,Fall Armyworm,Low,Erratic,Moderate,Drought,Low,Moderate,5030.0
FARM_016699,Northcentral,FCT,Northern Guinea Savanna,Maize,Local Yellow,Sandy,2.0,5.7,42.0,30.0,62.9,1553.3,24.9,Urea,73.1,Surface,Fall Armyworm,Low,Normal,Moderate,Drought,Medium,Moderate,3863.0
FARM_016700,Southwest,Oyo,Derived Savanna,Maize,Local White,Loamy,1.2,6.8,27.7,12.2,133.2,1506.3,22.3,NPK,141.6,Surface,Whiteflies,Moderate,Normal,Moderate,Drought,Medium,Moderate,1951.0
FARM_016701,Northwest,Kano,Sudan Savanna,Sorghum,SK5912,Sandy,5.4,6.0,11.2,14.0,75.2,1236.0,30.3,Urea,20.4,Surface,Stem Borers,High,Normal,Moderate,Drought,High,Moderate,1208.0
FARM_016702,Southwest,Oyo,Derived Savanna,Pepper,Nsukka Yellow,Sandy,1.0,7.1,14.3,17.9,135.0,1665.5,22.3,Urea,108.2,Surface,Aphids,Low,Erratic,High,Drought,Low,Moderate,2434.0
FARM_016704,Northcentral,Plateau,Northern Guinea Savanna,Maize,Local Yellow,Loamy,2.5,6.6,29.0,7.5,192.1,785.7,24.6,NPK,25.7,Drip,Stem Borers,High,Normal,Moderate,Drought,Low,Moderate,1542.0
FARM_016705,Northwest,Kaduna,Sudan Savanna,Pepper,Nsukka Yellow,Sandy,0.5,6.1,41.2,27.7,110.1,1281.7,26.2,Urea,0.0,Surface,Aphids,Moderate,Erratic,Moderate,Drought,Medium,Moderate,6744.0
FARM_016706,Southwest,Ekiti,Humid Forest,Pepper,Nsukka Yellow,Lateritic,1.1,7.5,20.2,10.1,168.7,600.0,22.8,Urea,27.6,Surface,Aphids,Moderate,Normal,Moderate,Drought,Low,Moderate,1789.0
FARM_016707,Northeast,Adamawa,Sudan Savanna,Sorghum,Local Farafara,Loamy,1.1,6.6,48.6,5.7,117.6,1682.2,29.0,Urea,123.9,Surface,Aphids,Low,Normal,Moderate,Drought,Low,Moderate,1178.0
FARM_016708,Northeast,Taraba,Northern Guinea Savanna,Beans,IT89KD-288,Clayey,0.5,6.9,15.5,10.6,141.9,600.0,30.2,NPK,175.1,Surface,Fall Armyworm,Moderate,Reduced,Moderate,Drought,Medium,Moderate,513.0
FARM_016709,Northcentral,Kogi,Derived Savanna,Maize,Local White,Sandy,3.2,6.4,10.0,18.1,95.6,908.5,26.5,Organic,3.7,Surface,Fall Armyworm,High,Normal,Moderate,Drought,Low,Moderate,1577.0
FARM_016710,Southsouth,Delta,Humid Forest,Maize,Local White,Clayey,0.5,5.1,39.9,14.4,155.2,950.2,27.5,NPK,13.0,Surface,Cassava Mealybug,Moderate,Normal,Moderate,Flood,Medium,Moderate,2219.0
FARM_016711,Northwest,Zamfara,Sudan Savanna,Sorghum,SK5912,Lateritic,0.5,6.5,36.3,5.6,96.3,1842.5,29.5,NPK,43.5,Surface,Stem Borers,Moderate,Erratic,Moderate,Drought,Medium,Severe,538.0
FARM_016712,Southeast,Imo,Humid Forest,Beans,Local Kanannado,Clayey,0.5,6.5,21.9,18.2,148.8,1802.2,28.7,Urea,170.0,Surface,Aphids,High,Normal,Moderate,Drought,Low,Moderate,500.0
FARM_016713,Southsouth,Akwa Ibom,Humid Forest,Yam,TDr 95/19177,Loamy,1.7,6.9,21.0,24.9,142.0,1798.8,26.9,Urea,0.0,Surface,Whiteflies,Low,Normal,Moderate,Drought,Low,Severe,7424.0
FARM_016714,Northeast,Gombe,Sudan Savanna,Onions,Local White,Sandy,1.2,6.0,10.0,20.4,92.0,1848.8,23.4,NPK,164.6,Drip,Stem Borers,Low,Normal,Moderate,Drought,Low,Severe,10787.0
FARM_016715,Northeast,Yobe,Sahel Savanna,Onions,Kano Red,Sandy,0.6,7.5,20.8,16.3,137.1,1080.7,27.0,NPK,176.3,Surface,Stem Borers,Low,Reduced,Moderate,Drought,Low,Moderate,8384.0
FARM_016716,Northeast,Gombe,Sudan Savanna,Pepper,Nsukka Yellow,Lateritic,1.9,6.5,35.4,5.0,98.3,665.0,28.8,Organic,150.0,Surface,Aphids,Low,Reduced,Moderate,Drought,High,Severe,4388.0
FARM_016717,Southeast,Imo,Humid Forest,Yam,D. alata,Lateritic,0.5,5.4,33.3,28.1,125.0,1020.1,26.0,NPK,42.2,Surface,Aphids,Moderate,Erratic,High,Flood,Medium,Moderate,2714.0
FARM_016718,Southeast,Anambra,Humid Forest,Onions,Violet de Galmi,Lateritic,1.9,6.8,31.5,15.7,174.5,1650.4,23.0,NPK,200.0,Surface,Aphids,High,Normal,Moderate,Drought,Low,Moderate,15200.0
FARM_016720,Southsouth,Delta,Humid Forest,Cassava,Local Oko-Iyawo,Loamy,0.5,6.7,10.0,13.8,126.3,1257.2,30.5,Urea,34.7,Surface,Whiteflies,Moderate,Erratic,Moderate,Flood,Low,Moderate,4696.0
FARM_016721,Southeast,Ebonyi,Humid Forest,Cassava,Local Oko-Iyawo,Lateritic,3.5,6.0,39.4,20.8,94.1,831.3,28.5,NPK,74.2,Surface,Cassava Mealybug,High,Erratic,Moderate,Flood,Medium,Moderate,3548.0
FARM_016722,Southsouth,Akwa Ibom,Humid Forest,Rice,FARO 44,Loamy,1.8,6.0,14.6,16.5,108.9,671.3,25.5,Urea,0.0,Surface,Fall Armyworm,Low,Erratic,Moderate,Flood,Medium,Moderate,2847.0
FARM_016723,Northcentral,Plateau,Northern Guinea Savanna,Sorghum,SK5912,Sandy,2.0,5.4,36.3,9.1,117.6,1423.4,26.6,NPK,149.5,Surface,Fall Armyworm,Low,Normal,Moderate,Drought,Low,Moderate,906.0
FARM_016724,Northwest,Kano,Sudan Savanna,Sorghum,SK5912,Sandy,0.9,7.1,30.4,10.6,168.5,1379.6,26.3,NPK,130.4,Surface,Aphids,Low,Reduced,Moderate,Drought,Low,Moderate,1377.0
FARM_016725,Northwest,Katsina,Sudan Savanna,Maize,Local White,Sandy,1.9,6.2,42.1,21.0,95.1,920.1,30.7,Urea,0.0,Drip,Locusts,Moderate,Normal,High,Drought,Low,Moderate,2240.0
FARM_016727,Southwest,Osun,Humid Forest,Pepper,Cayenne,Loamy,0.9,6.2,33.1,5.0,120.1,1910.0,27.5,NPK,44.7,Surface,Aphids,Moderate,Normal,Moderate,Drought,Medium,Moderate,8018.0
FARM_016728,Southwest,Ondo,Humid Forest,Yam,D. alata,Lateritic,4.0,5.4,48.4,6.6,197.7,854.9,28.5,Urea,200.0,Surface,Aphids,Moderate,Erratic,High,Drought,Low,Moderate,4555.0
FARM_016729,Northwest,Zamfara,Sudan Savanna,Beans,Local Drum,Sandy,2.3,5.6,42.6,17.8,182.6,841.9,28.7,Urea,23.7,Surface,Fall Armyworm,Low,Normal,High,Drought,Medium,Severe,1130.0
FARM_016730,Northcentral,Plateau,Northern Guinea Savanna,Beans,IT89KD-288,Sandy,1.5,5.5,19.1,5.0,50.0,1459.1,30.2,Urea,71.7,Surface,Pod Borers,High,Erratic,Moderate,Drought,Medium,Moderate,670.0
FARM_016731,Northcentral,Kwara,Northern Guinea Savanna,Rice,FARO 44,Loamy,0.6,6.9,31.4,30.0,193.3,600.0,31.2,NPK,170.3,Surface,Pod Borers,Moderate,Erratic,Moderate,Drought,Medium,Moderate,2925.0
FARM_016732,Southwest,Oyo,Derived Savanna,Maize,Local White,Sandy,0.9,6.6,10.0,30.0,93.1,1229.8,29.0,NPK,20.2,Surface,Tomato Leaf Miner,Moderate,Erratic,Moderate,Drought,Low,Moderate,2066.0
FARM_016733,Southeast,Abia,Humid Forest,Yam,TDr 95/19177,Clayey,1.0,7.2,31.1,8.2,85.4,1392.4,27.8,Urea,49.4,Surface,Fruit Flies,High,Normal,Moderate,Flood,Low,Moderate,5938.0
FARM_016734,Northcentral,Benue,Northern Guinea Savanna,Onions,Kano Red,Clayey,0.5,6.1,32.0,24.6,74.2,840.5,26.7,Organic,135.7,Surface,Stem Borers,Low,Normal,Moderate,Drought,Medium,Severe,4019.0
FARM_016735,Northwest,Kebbi,Sudan Savanna,Sorghum,SK5912,Sandy,1.5,5.0,14.6,10.5,163.2,676.5,31.2,NPK,108.9,Surface,Aphids,Low,Erratic,Moderate,Drought,Medium,Moderate,1227.0
FARM_016737,Northcentral,Kwara,Northern Guinea Savanna,Onions,Local White,Loamy,0.7,7.1,40.4,14.5,176.8,931.7,32.0,NPK,118.9,Surface,Stem Borers,Low,Reduced,Moderate,Drought,Low,Severe,6707.0
FARM_016738,Northcentral,Nasarawa,Northern Guinea Savanna,Tomato,Roma VF,Loamy,0.7,6.5,14.0,6.7,157.1,870.9,27.9,NPK,197.1,Surface,Whiteflies,Low,Erratic,Moderate,Drought,High,Moderate,10892.0
FARM_016739,Northwest,Zamfara,Sudan Savanna,Sorghum,SK5912,Loamy,0.5,6.7,40.7,26.7,94.0,1623.3,30.4,NPK,13.3,Surface,Locusts,Moderate,Erratic,Moderate,Flood,Medium,Moderate,1382.0
FARM_016740,Northcentral,Nasarawa,Northern Guinea Savanna,Pepper,Nsukka Yellow,Clayey,2.3,5.6,24.7,7.8,59.6,1820.7,28.3,NPK,57.6,Surface,Aphids,Moderate,Erratic,Moderate,Drought,Low,Moderate,3842.0
FARM_016741,Northcentral,Plateau,Northern Guinea Savanna,Rice,FARO 44,Loamy,0.9,5.5,47.6,8.7,188.9,1031.3,25.1,NPK,46.8,Surface,Fall Armyworm,High,Erratic,Moderate,Drought,Low,Severe,1223.0
FARM_016742,Northeast,Gombe,Sudan Savanna,Maize,TZL Comp,Loamy,1.0,6.9,10.0,23.9,119.1,744.2,29.2,NPK,167.7,Surface,Aphids,Low,Normal,Moderate,Drought,Low,Moderate,2015.0
FARM_016743,Northwest,Kebbi,Sudan Savanna,Tomato,Roma VF,Lateritic,1.4,5.1,26.5,8.8,56.6,1105.9,25.9,NPK,67.8,Surface,Aphids,Low,Normal,Moderate,Drought,Low,Severe,8379.0
FARM_016744,Northeast,Yobe,Sahel Savanna,Maize,TZL Comp,Clayey,1.4,5.4,10.2,15.8,69.1,813.1,28.4,Urea,10.9,Surface,Aphids,Moderate,Reduced,Moderate,Drought,Low,Moderate,641.0
FARM_016745,Southeast,Abia,Humid Forest,Maize,Local White,Loamy,1.4,5.9,43.0,17.5,80.6,1020.1,22.6,NPK,7.1,Surface,Cassava Mealybug,Low,Erratic,Moderate,Flood,Low,Moderate,1629.0
FARM_016746,Northcentral,Kwara,Northern Guinea Savanna,Pepper,Nsukka Yellow,Sandy,1.2,6.5,26.8,5.0,68.3,1568.6,29.4,NPK,168.6,Sprinkler,Aphids,Low,Normal,High,Drought,Medium,Moderate,5625.0
FARM_016747,Northwest,Kaduna,Sudan Savanna,Sorghum,Local Farafara,Sandy,1.9,7.5,30.8,16.7,121.5,600.0,23.3,NPK,178.3,Surface,Millet Head Miner,Moderate,Erratic,Moderate,Drought,Low,Moderate,1922.0
FARM_016748,Southwest,Ogun,Humid Forest,Cassava,TMS 30572,Clayey,1.9,5.6,26.7,13.7,112.3,1822.2,22.2,NPK,98.4,Surface,Whiteflies,High,Normal,Moderate,Flood,Low,Moderate,6089.0
FARM_016749,Northwest,Kaduna,Sudan Savanna,Tomato,UC82B,Loamy,0.5,6.3,15.7,16.5,77.7,1048.7,32.0,Urea,76.1,Surface,Aphids,Moderate,Erratic,Moderate,Drought,High,Severe,4430.0
FARM_016750,Southwest,Ondo,Humid Forest,Rice,Local Ofada,Loamy,0.5,6.5,31.3,9.4,143.0,1519.2,26.7,Urea,0.0,Surface,Fall Armyworm,High,Normal,Moderate,Flood,Medium,Severe,1776.0
FARM_016751,Northwest,Kebbi,Sudan Savanna,Beans,IT89KD-288,Loamy,2.3,7.1,21.6,7.7,170.9,756.5,28.0,NPK,62.0,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Drought,Medium,Moderate,1185.0
FARM_016752,Northcentral,Niger,Northern Guinea Savanna,Sorghum,SK5912,Sandy,1.6,6.6,42.4,14.7,113.5,1587.8,31.2,Organic,41.9,Surface,Locusts,Low,Erratic,Moderate,Drought,High,Moderate,1480.0
FARM_016753,Southwest,Ekiti,Humid Forest,Cassava,Local Oko-Iyawo,Clayey,0.5,7.0,24.0,10.0,82.8,1624.8,26.2,NPK,157.6,Surface,Aphids,Low,Erratic,Moderate,Flood,Medium,Severe,7302.0
FARM_016754,Southsouth,Edo,Humid Forest,Rice,FARO 44,Lateritic,1.0,6.9,18.3,14.0,144.3,1865.6,24.5,NPK,73.8,Sprinkler,Whiteflies,Low,Normal,Moderate,Drought,Low,Moderate,6000.0
FARM_016755,Northcentral,Plateau,Northern Guinea Savanna,Tomato,Roma VF,Loamy,2.3,6.2,10.0,25.2,156.1,833.1,27.1,Urea,142.9,Surface,Aphids,Low,Normal,High,Drought,Low,Moderate,12043.0
FARM_016756,Northcentral,Benue,Northern Guinea Savanna,Rice,FARO 52,Clayey,7.5,6.2,23.1,26.9,129.3,703.9,32.0,Organic,42.3,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Drought,Low,Moderate,2306.0
FARM_016758,Northwest,Katsina,Sudan Savanna,Maize,Local Yellow,Sandy,1.6,6.5,20.3,18.2,143.1,600.0,25.5,Urea,0.0,Drip,Locusts,High,Reduced,Moderate,Drought,Low,Severe,500.0
FARM_016759,Northcentral,FCT,Northern Guinea Savanna,Beans,IT89KD-288,Loamy,0.5,6.4,22.7,6.8,157.0,1046.6,28.2,NPK,200.0,Surface,Fall Armyworm,Moderate,Normal,High,Drought,Low,Moderate,652.0
FARM_016760,Northcentral,Kogi,Derived Savanna,Maize,Local Yellow,Sandy,0.9,5.7,37.9,22.5,70.2,999.9,32.0,NPK,127.7,Surface,Grasshoppers,Low,Normal,Moderate,Drought,Low,Moderate,3630.0
FARM_016761,Southwest,Lagos,Humid Forest,Cassava,TMS 30572,Clayey,1.2,5.9,10.1,30.0,131.1,909.0,28.3,Urea,55.7,Surface,Fall Armyworm,Moderate,Normal,Moderate,Drought,Low,Moderate,7496.0
FARM_016762,Northeast,Bauchi,Sudan Savanna,Maize,TZL Comp,Clayey,3.4,6.9,39.0,7.0,171.5,854.6,26.1,NPK,60.7,Surface,Locusts,Moderate,Erratic,High,Drought,Medium,Moderate,1924.0
FARM_016763,Southwest,Ekiti,Humid Forest,Beans,Local Drum,Clayey,1.9,7.1,31.5,6.6,136.1,898.9,30.4,NPK,33.7,Surface,Aphids,High,Normal,Moderate,Drought,Low,Moderate,885.0
FARM_016764,Northcentral,Kwara,Northern Guinea Savanna,Maize,Local Yellow,Loamy,4.8,6.4,48.7,24.7,160.0,634.7,26.3,NPK,0.0,Surface,Grasshoppers,Low,Erratic,High,Drought,High,Moderate,903.0
FARM_016765,Northwest,Kaduna,Sudan Savanna,Beans,IT89KD-288,Loamy,0.5,5.4,34.6,7.7,62.3,1531.3,28.3,NPK,176.6,Surface,Aphids,High,Erratic,Moderate,Drought,Medium,Moderate,500.0
FARM_016766,Southeast,Enugu,Humid Forest,Cassava,TMS 30572,Lateritic,0.5,6.0,16.7,16.7,164.9,600.0,23.6,NPK,97.7,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Flood,Medium,Moderate,5606.0
FARM_016767,Northcentral,Benue,Northern Guinea Savanna,Tomato,Roma VF,Loamy,2.3,5.7,48.0,12.9,93.1,1665.5,26.4,NPK,33.5,Surface,Aphids,High,Erratic,Moderate,Drought,High,Severe,7124.0
FARM_016768,Southeast,Enugu,Humid Forest,Cassava,Local Oko-Iyawo,Loamy,2.6,5.7,18.6,6.6,63.0,1918.6,29.7,NPK,21.9,Surface,Cassava Mealybug,Low,Normal,Moderate,Drought,Medium,Moderate,12332.0
FARM_016769,Northwest,Jigawa,Sudan Savanna,Sorghum,SK5912,Sandy,1.6,7.3,25.1,23.5,140.7,1232.4,27.9,NPK,177.4,Surface,Millet Head Miner,High,Normal,Moderate,Drought,Low,Severe,1838.0
FARM_016770,Northcentral,Benue,Northern Guinea Savanna,Maize,TZL Comp,Sandy,0.7,5.0,47.6,8.1,52.7,1981.1,32.0,NPK,60.6,Surface,Pod Borers,Moderate,Erratic,Moderate,Drought,Low,Moderate,1351.0
FARM_016771,Northwest,Katsina,Sudan Savanna,Onions,Kano Red,Sandy,0.5,6.4,19.0,13.5,170.5,1426.4,23.1,NPK,182.7,Surface,Aphids,Low,Erratic,High,Drought,Medium,Moderate,11778.0
FARM_016772,Northwest,Zamfara,Sudan Savanna,Maize,Local White,Loamy,1.0,7.5,36.6,22.2,50.0,869.4,24.7,Urea,16.7,Surface,Pod Borers,Moderate,Normal,Moderate,Drought,High,Severe,1890.0
FARM_016773,Northcentral,Kwara,Northern Guinea Savanna,Maize,TZL Comp,Loamy,0.5,5.2,50.0,22.5,182.9,1102.9,22.0,NPK,104.0,Surface,Aphids,Low,Erratic,Moderate,Flood,Low,Moderate,2236.0
FARM_016774,Northwest,Kano,Sudan Savanna,Tomato,Roma VF,Clayey,0.7,5.6,41.1,13.9,94.5,1143.9,30.8,Urea,128.0,Surface,Aphids,Low,Erratic,Moderate,Drought,High,Severe,9027.0
FARM_016775,Northcentral,Benue,Northern Guinea Savanna,Beans,Local Drum,Clayey,5.5,6.9,40.3,8.5,80.1,771.5,27.1,NPK,58.8,Surface,Pod Borers,Low,Erratic,Moderate,Drought,Medium,Moderate,1190.0
FARM_016776,Southsouth,Rivers,Humid Forest,Rice,Local Ofada,Lateritic,3.5,5.2,35.1,25.9,137.5,1577.5,23.1,Organic,108.6,Surface,Grasshoppers,Moderate,Normal,Moderate,Drought,Medium,Moderate,2985.0
FARM_016777,Northcentral,Plateau,Northern Guinea Savanna,Cassava,TMS 30572,Loamy,2.1,7.5,33.0,25.7,76.8,1230.4,28.7,Urea,132.8,Surface,Aphids,Moderate,Normal,High,Drought,Medium,Moderate,8029.0
